name,email,ssn,phone,address,transaction_amount,product,date,product_category,payment_method,store_location,customer_feedback,delivery_time_days,product_rating,quantity,brand
Dale Santana,dlewis@example.net,453-84-1739,233-212-0504,"78646 Michael Isle Apt. 134, New Brianshire, WI 03460",8409.1,eat,1978-08-03,Furniture,Cash,"Bestmouth, Montana",Great service!,4,1.6,2,Nike
Tammy Brown,erica76@example.net,376-48-5740,827.256.7027x5947,"393 Frank Islands Suite 715, South Jeffreybury, PA 22365",4906.99,interview,1978-10-24,Books,Credit Card,"Jeffreystad, Arizona",Okay,4,3.9,5,Nike
Kari Warren,udelgado@example.org,586-16-4416,411-760-2858x284,"098 James Forest Apt. 394, Willishaven, AR 78745",8216.34,near,1990-06-15,Electronics,UPI,"South Alison, South Dakota",Will buy again,3,3.5,1,LG
Kimberly Crawford,castrotiffany@example.net,068-82-2756,6334584898,"56698 Stevens Crossing Apt. 203, New Heathermouth, CT 84377",8526.92,real,2017-10-28,Toys,Cash,"Elizabethside, Connecticut",Not satisfied,2,3.8,2,Adidas
Benjamin Williams,nbanks@example.com,494-51-2122,503-533-2911x3285,"72582 Scott Ferry, New Marcuston, ND 76130",9568.7,machine,1978-11-18,Furniture,UPI,"North Dawn, Kentucky",Great service!,9,3.7,2,Samsung
Robert Mckinney,clarkewilliam@example.org,259-43-4926,(285)413-8938x217,"58957 King Meadows, Carrollport, SD 40329",7460.98,true,1996-11-25,Books,PayPal,"Carolberg, South Carolina",Great service!,7,2.5,5,Adidas
Vanessa Strickland,edwardschristine@example.org,131-53-4738,(525)519-9562,"85867 Hunt Pines, New Moniquefort, IN 19535",4336.2,process,1988-04-22,Home,Cash,"East Erinshire, Connecticut",Will buy again,10,3.6,1,Samsung
Joshua Salinas,kdelgado@example.net,417-16-3480,5146686177,"58821 Anthony Port, Port Makayla, MH 49764",2722.8,security,2011-09-02,Electronics,PayPal,"North Toddbury, Kentucky",Fast shipping,8,3.4,4,Apple
Elizabeth Estrada,xevans@example.org,230-88-5529,4525707124,"699 Hobbs Burg Apt. 692, New Mary, NC 15783",8874.54,dinner,2005-04-06,Furniture,Cash,"Holmeshaven, Arizona",Not satisfied,10,3.0,5,Samsung
Dale Stevens,areyes@example.net,102-13-3747,284.458.2520x8202,"08604 Paul Road Apt. 171, Michellemouth, NH 78210",7138.84,year,1974-12-07,Toys,UPI,"Garymouth, Vermont",Will buy again,9,3.4,2,Adidas
Arthur Reeves,linda35@example.org,522-72-2851,918.619.3836,"Unit 9519 Box 0842, DPO AP 75871",2749.64,Mr,2005-03-15,Furniture,UPI,"Lake Anna, Rhode Island",Great service!,3,1.7,4,Nike
Joshua Williams,williamsmichelle@example.net,472-34-2028,(584)244-5381x10975,"941 Mccarty Key Suite 963, Salazarberg, WI 91421",7697.9,action,1976-09-14,Electronics,UPI,"Robertfort, Illinois",Poor quality,4,1.3,2,Sony
Tammy Maynard,higginserin@example.net,529-89-0936,+1-425-750-4493x962,"54920 Robin Crossing Suite 279, Lake Kyle, DE 24457",1435.8,section,2005-12-23,Clothing,UPI,"Port Dannyborough, Arkansas",Poor quality,5,4.9,5,Sony
Wendy Ramirez,djohnson@example.com,667-05-4381,001-346-237-2025x9219,"8371 Newton Mountain, Conleystad, GU 54065",8201.41,anything,1974-11-13,Toys,Cash,"New Wandahaven, Iowa",Fast shipping,1,3.0,4,Sony
Julia Gomez,nathan61@example.net,218-49-5343,001-263-520-0892,"0096 Amy Branch Apt. 634, West Jamesland, OK 68219",849.32,man,2023-01-02,Home,Cash,"Toddview, Iowa",Poor quality,8,3.0,3,Apple
Brian Martinez,dominguezfrank@example.net,630-64-4753,(261)972-6659,"456 Glen Overpass, Smithland, SD 44138",6981.46,exactly,1976-10-08,Toys,UPI,"Christopherburgh, Alabama",Not satisfied,6,4.4,4,Ikea
Jerry Robinson,williamrobinson@example.net,856-87-8497,299-638-7948x901,"USCGC Hess, FPO AE 37053",5967.11,prepare,2000-07-17,Home,Debit Card,"Brownfort, Maine",Great service!,5,3.8,5,Apple
Jamie Wright,nancy62@example.org,642-36-8834,975.527.8174,"2618 Heidi Rapids Apt. 352, East Kevinshire, MI 71896",3005.32,gun,2011-09-06,Toys,Credit Card,"Craneport, Indiana",Great service!,9,2.9,1,Samsung
Kenneth Flores,brownjennifer@example.org,505-05-4665,568-224-6251x15540,"2892 Lydia Ville, Port Jasonfort, PW 67414",3442.31,work,2024-02-08,Toys,Credit Card,"Port Kennethport, Kentucky",Fast shipping,6,1.2,1,Adidas
Lynn Lopez,angelamartin@example.com,646-49-2471,+1-960-813-8849x4406,"358 Hunter Lodge Suite 273, South Lindsey, CT 59713",8700.24,hand,1974-10-17,Clothing,PayPal,"East Julie, North Carolina",Fast shipping,5,4.6,5,Adidas
Karen Jones,middletonvalerie@example.net,009-90-9722,338.429.1733x919,"USS Brown, FPO AP 60392",3381.36,majority,2015-07-13,Toys,UPI,"Kennethshire, Montana",Okay,10,4.8,5,Nike
Adam Huff,zrobinson@example.org,271-64-5085,481-582-9249x18629,"964 Gerald Islands Apt. 707, North Danielleborough, WI 97180",1349.11,again,1988-07-05,Clothing,Credit Card,"Frankhaven, New Hampshire",Okay,3,2.5,1,Apple
Crystal Adams,rtaylor@example.com,056-06-2803,+1-543-322-6421x6676,"0036 Campbell Curve, Jonesborough, NJ 23348",4979.78,region,2000-01-14,Books,Net Banking,"Reynoldsside, Kansas",Great service!,4,3.1,1,Ikea
Lee Barnes,jthompson@example.net,053-36-4624,9937884621,"317 Moss Lake Suite 841, Campbellport, MO 76100",9318.47,pull,1988-06-10,Books,UPI,"Justinburgh, Mississippi",Not satisfied,3,2.6,3,Sony
Jennifer Davila,xsmith@example.net,337-57-5232,727.480.1228,"4202 Kennedy Oval, Jesusborough, CO 35746",7385.0,fall,1979-07-20,Electronics,Cash,"Louisfort, New Jersey",Okay,4,2.4,5,LG
Eric Jones,matthew56@example.net,608-74-8183,+1-354-480-4570x099,"34880 Jeffrey Place Suite 715, North Samuel, OR 58842",4152.52,spend,1986-07-01,Books,Cash,"North Justinfort, Kansas",Not satisfied,9,2.6,4,Nike
Alan Scott,jdavis@example.com,302-18-7854,(225)753-1186x47319,"PSC 5837, Box 9559, APO AE 82991",542.5,base,1984-12-06,Furniture,Debit Card,"South Jamie, Texas",Not satisfied,7,1.2,5,Nike
Jeffrey Walker,robert29@example.com,107-03-8177,290.260.4769x9854,"472 Amber Alley, New Gregory, OH 65969",9456.22,authority,1989-07-15,Electronics,UPI,"Cynthiafurt, Arkansas",Poor quality,2,3.9,1,Adidas
Brandon Bush,irwinwilliam@example.net,462-45-3388,+1-363-803-4288x8328,"8089 Elizabeth Wall Apt. 440, Lake Josephtown, WY 98850",7519.0,seek,2007-05-25,Grocery,PayPal,"Port Jasmineton, Maryland",Poor quality,6,4.1,3,Adidas
Matthew Lara MD,sthompson@example.net,267-52-4566,001-892-391-2423,"8889 Brown Mountain, Anitahaven, KY 08426",7489.8,forget,2015-06-19,Home,UPI,"Pamelashire, Georgia",Fast shipping,3,4.9,1,Sony
Dominique Miller,brianjackson@example.net,239-72-5976,698-620-7710x913,"2244 Thomas Squares Suite 495, Port Brendaburgh, MP 50373",1745.2,strong,1996-09-03,Clothing,UPI,"North Alexanderberg, Ohio",Not satisfied,6,4.3,1,Apple
April Welch,barbaraknight@example.net,359-27-5092,+1-885-400-2708x061,"6999 Williams Creek Suite 444, Port Alex, MT 85920",2106.85,beautiful,2015-01-04,Electronics,Debit Card,"West Andrew, Kentucky",Poor quality,7,3.7,2,Nike
Christopher Collier,kimberly98@example.net,238-66-8183,980.713.9622x3970,"USNV Warren, FPO AP 13671",3681.55,star,1972-08-19,Furniture,Debit Card,"West Michaelhaven, Texas",Great service!,5,4.0,2,Sony
Jonathan Mccoy,atkinstyler@example.net,720-13-8963,+1-530-685-5415,"70908 Eric Inlet, West Brian, MI 18320",7850.64,yet,1974-09-17,Home,Net Banking,"Weekschester, Illinois",Not satisfied,2,3.8,5,Apple
Catherine Scott,foxwilliam@example.org,407-42-9889,380.639.4111x230,"PSC 7441, Box 6901, APO AA 16951",3762.82,policy,2000-07-22,Furniture,Net Banking,"Michaelburgh, Indiana",Fast shipping,6,3.7,1,Apple
Sarah Gilbert,anthonyhorn@example.com,808-43-0857,525.915.0344x956,"284 Jackson Common Apt. 769, Whitefort, ID 77774",360.29,when,1980-10-05,Electronics,Credit Card,"Robinsonmouth, Michigan",Fast shipping,10,4.8,2,Samsung
Sean Park,xtanner@example.org,630-22-1188,206.268.7324x111,"USNS Wilson, FPO AA 26325",4960.76,usually,2014-03-18,Home,PayPal,"New Josephberg, Texas",Not satisfied,5,2.3,2,Apple
Kristen Scott,michele24@example.org,185-42-4381,671-804-3822,"39072 Daniel Ports, New Matthewtown, WY 65788",9179.1,owner,2016-04-18,Books,PayPal,"Port Jessicahaven, North Dakota",Poor quality,1,4.9,3,Nike
Teresa Gonzalez,ljohnson@example.net,512-61-1608,643-336-9947x8038,"67332 May Burg, South Albertview, GA 82240",8957.16,education,1975-05-23,Electronics,Debit Card,"Port Danielletown, Georgia",Will buy again,6,3.4,2,Sony
Katelyn Peterson,estradalisa@example.org,558-01-0848,+1-808-429-7233x64074,"9065 John Vista, South Patrick, NV 48932",1781.26,fire,1978-01-20,Toys,Debit Card,"South James, Missouri",Okay,7,2.4,4,Adidas
Sierra Garcia,brookstammy@example.com,361-17-9534,797-598-0919x714,"Unit 8984 Box 1639, DPO AP 91676",3262.61,seem,1971-09-30,Furniture,PayPal,"Stefaniefort, Connecticut",Okay,3,1.1,1,Sony
Gabrielle Pineda,andrew46@example.com,299-94-3919,(211)676-5034x9756,"546 Melissa Gardens, Marcusburgh, NH 47976",5171.13,cause,1989-06-18,Home,UPI,"East Barbaramouth, Washington",Okay,6,3.9,2,Samsung
Nathaniel Brown,nbailey@example.net,313-21-2049,532.777.7987x015,"637 Acosta Bridge Suite 288, Roweshire, MP 45651",6410.74,follow,2025-01-25,Grocery,Cash,"Woodsview, Michigan",Great service!,1,2.2,3,Ikea
Francisco Owens,brandywilson@example.com,376-11-7156,507-590-3107,"09951 Evans Streets Suite 467, West Rhonda, TN 03803",6434.32,race,2011-05-26,Home,UPI,"Port Brittanyfurt, West Virginia",Poor quality,8,5.0,5,Nike
Mario Levy,thomasrebekah@example.net,226-35-4039,862.419.2303,"37835 James Ramp, Vargasbury, MI 92025",8733.6,consumer,1980-01-20,Furniture,Net Banking,"Simmonsview, Idaho",Poor quality,7,4.0,1,Samsung
Ian Morales,judith78@example.com,629-36-0648,479-440-7360x43853,"Unit 9644 Box 0879, DPO AE 91695",3565.93,campaign,1997-08-17,Home,Net Banking,"Jessicaburgh, Hawaii",Great service!,3,1.3,2,Adidas
Alicia Hurley,barbarahernandez@example.com,482-25-9536,001-608-922-8338x48636,"440 Jaime Viaduct, North Kimberly, CA 31357",6884.77,tonight,1994-07-07,Toys,Debit Card,"Nicholasfort, South Carolina",Fast shipping,5,1.4,2,LG
John Stout,katherine46@example.net,337-86-8512,+1-434-803-5384x413,"02939 Wendy Extension Apt. 470, Jamesborough, NC 86595",7105.46,draw,2003-02-13,Electronics,PayPal,"New Cindychester, Alaska",Poor quality,5,3.8,1,Apple
Heather Rogers,kayla38@example.org,757-36-8201,(212)938-8660,"31746 Susan Ford, Port Christopher, TX 91167",3233.6,interview,2016-10-20,Furniture,Cash,"Jessicahaven, Michigan",Great service!,9,2.9,4,LG
Andrea Maynard,ericatucker@example.org,065-18-1186,001-865-974-2201x4379,"8972 Daniel Lane Apt. 877, Matthewtown, NC 06035",2333.11,pull,1997-08-06,Furniture,UPI,"Sandersbury, Virginia",Will buy again,8,1.3,2,Ikea
Natalie Hale,dominguezebony@example.com,885-98-9694,625.866.0061x05972,"Unit 0588 Box 6998, DPO AP 91309",62.34,wear,1980-11-23,Furniture,UPI,"Mitchellborough, Montana",Poor quality,1,3.3,5,Samsung
Philip Roberson,mark80@example.com,627-35-7242,414.834.6396x94200,"2011 Natalie Ford Suite 427, Melissaville, WV 69383",6196.87,authority,2012-12-07,Books,Cash,"North Rhondaberg, Utah",Fast shipping,1,2.2,5,LG
Brittney Quinn,josephschmidt@example.net,826-19-6424,629-601-7757,"PSC 6844, Box 4816, APO AP 54995",6614.3,prevent,1971-05-27,Electronics,Net Banking,"Port Tyler, Arkansas",Not satisfied,10,1.5,3,Samsung
Beth Sharp,annallen@example.net,643-60-0158,781-418-5422x2307,"365 Horton Parks Apt. 843, New Marissatown, NE 60974",8834.62,mind,1987-12-26,Books,Debit Card,"Jessicabury, West Virginia",Not satisfied,9,3.4,4,Ikea
Jessica Mcdonald,wendy43@example.com,587-16-8818,+1-293-850-3828x7878,"9730 Mathis Pike, Melaniehaven, NJ 04971",8340.62,show,2016-11-10,Electronics,Credit Card,"Chanville, Arizona",Okay,10,3.8,3,LG
Brianna Hartman,lpope@example.com,789-12-2402,001-998-499-7353x491,"003 Erica Camp Apt. 326, New Whitney, MO 46785",7190.8,soldier,1992-01-26,Electronics,Cash,"Justinborough, New York",Poor quality,8,2.0,2,LG
Patrick Flores,espinozascott@example.net,485-12-6594,976.622.4260,"38071 Bullock Loaf, Brianfort, MN 22988",953.64,range,2023-04-03,Grocery,PayPal,"Michelleville, Oregon",Fast shipping,10,2.6,1,Adidas
Reginald Miller,barbara03@example.org,540-69-5750,711.982.7295x326,"4530 Scott Ranch Suite 707, Sarahbury, MP 62454",7384.17,wish,1977-01-29,Furniture,Debit Card,"North Brenda, Utah",Okay,2,1.4,3,Apple
Monique Gomez,lawsonerin@example.net,162-53-1104,(784)408-9054x813,"53403 Angela Rest Apt. 719, North Michaeltown, KY 39816",4094.26,collection,2001-01-26,Clothing,Net Banking,"Danielleport, California",Not satisfied,4,2.9,3,Adidas
Christine Love,vdodson@example.net,173-99-6715,7955672286,"Unit 7443 Box 5894, DPO AP 03705",4778.3,be,1983-12-02,Grocery,Cash,"Amyton, California",Not satisfied,6,2.1,4,LG
Maria Ortiz,zryan@example.org,472-28-0862,(371)705-3131,"589 Crystal Isle, East Sarah, HI 62794",5434.58,blood,1991-05-11,Furniture,UPI,"Robertfurt, South Dakota",Will buy again,3,3.3,4,Samsung
Gina Guerrero,martinmartinez@example.com,831-87-7380,001-288-365-0263,"7376 Francis Corner Apt. 891, Lake Wesley, OR 39921",8374.96,success,1997-03-30,Books,PayPal,"Martinezton, Tennessee",Great service!,7,4.2,2,Apple
Lisa Dunn,kingjohn@example.com,186-56-4726,(949)625-2300,"5821 Turner Cape Suite 430, Rogerland, IA 23464",9775.48,lawyer,2017-07-29,Home,Cash,"Whitemouth, New Mexico",Fast shipping,4,1.9,1,Samsung
Stephanie Wu,meyerwesley@example.org,150-38-5311,001-588-212-2043,"643 Alec Mission, Port Tylerburgh, MD 78408",5057.52,performance,2015-10-10,Home,Net Banking,"Lake Kellybury, Mississippi",Not satisfied,7,2.9,5,Ikea
Jeffrey Garza,james15@example.org,643-46-5596,+1-471-347-0228x700,"71976 King Mission, Wattsland, MN 61224",8628.77,stop,1981-08-30,Toys,Debit Card,"Port Matthewborough, Minnesota",Not satisfied,9,3.3,1,Samsung
Holly Parker,lori36@example.com,788-31-6696,001-430-315-8314x79060,"654 Mays Cape Apt. 229, Martinezborough, DC 37448",3875.95,investment,1987-02-15,Toys,Net Banking,"Lake Cherylview, Michigan",Not satisfied,3,4.6,3,Samsung
Nicole Barton,murraymichael@example.net,780-76-2753,001-775-750-7038,"PSC 1162, Box 5434, APO AE 29743",9909.7,amount,1983-08-27,Toys,Cash,"South Markberg, Missouri",Great service!,6,2.0,5,Nike
Dennis Schultz,phyllisjohnson@example.net,083-37-8838,001-686-936-9194x4861,"25452 Taylor Circle Suite 652, Lamchester, CA 62351",8573.87,always,2002-07-29,Grocery,Debit Card,"North Christophermouth, Maine",Okay,1,2.5,3,Nike
Richard Velazquez,aaronpowell@example.org,240-01-9388,(387)719-5292x92319,"323 Snyder Pine, East Lorrainebury, CT 48776",7557.37,different,2018-01-14,Furniture,Credit Card,"North Christopher, Missouri",Okay,7,4.7,2,Samsung
Cody Obrien,danathomas@example.net,020-45-0294,(476)901-8721x0416,"852 Francisco Port Suite 068, Lake Janet, AZ 77601",5375.1,reach,2005-07-12,Electronics,UPI,"Port Sandraton, Delaware",Poor quality,9,1.7,1,Nike
Debra Wise,wstevens@example.net,176-69-7818,598.728.1868,"20958 Holly Plaza, Garcialand, NJ 76011",7312.38,suffer,1977-10-18,Furniture,UPI,"South Amyfurt, Wisconsin",Not satisfied,9,4.7,5,LG
Laura Abbott,whampton@example.org,369-19-7421,4564227088,"785 Simpson Springs Suite 089, Hubbardland, KY 45221",3183.3,some,2011-08-01,Clothing,Credit Card,"Lake Royfort, Georgia",Fast shipping,10,3.6,4,LG
Victoria Morgan,fmiller@example.com,317-65-9553,212-490-1267,"878 Joseph Estates, North Kathrynfort, NE 82050",4277.88,appear,2020-10-05,Furniture,UPI,"Port Daniellemouth, Virginia",Poor quality,3,3.6,1,Sony
Taylor Hernandez,stewartdawn@example.org,306-05-0245,(626)768-9287,"785 Anderson Motorway, Shawnmouth, CO 32769",812.11,life,2015-02-26,Books,UPI,"East Albert, Illinois",Great service!,2,4.6,2,Adidas
Bradley Snyder,hunterjulie@example.net,883-68-3381,606-964-2211x019,"66812 Austin Field, Anaberg, MS 88499",3832.41,office,2015-10-27,Clothing,Net Banking,"Kennethville, Minnesota",Poor quality,7,1.9,1,LG
April Russell,alicemendez@example.net,077-07-5767,580-968-9304,"02785 Ortiz Streets Suite 550, New Dennisview, TN 67318",6966.57,few,2008-07-14,Toys,Net Banking,"Georgechester, Utah",Will buy again,4,1.5,4,Sony
Eric Burns,rowescott@example.org,358-49-9311,490-491-0285,"68843 Baker Centers Suite 612, South Coryborough, PA 10251",4789.13,bill,1984-03-26,Toys,Debit Card,"North Wendyville, Delaware",Fast shipping,6,3.3,1,Ikea
Kevin Moreno,lhernandez@example.net,726-88-7060,(605)688-1899x7231,"PSC 3969, Box 9806, APO AE 48957",6336.5,person,2015-07-05,Clothing,Debit Card,"North Rodneyhaven, Ohio",Poor quality,10,4.5,3,LG
Lori Rodgers,hhamilton@example.net,102-87-7270,657.541.1589,"USNV Petersen, FPO AP 88260",514.19,whatever,1993-05-28,Grocery,Credit Card,"Debraville, Wisconsin",Great service!,7,3.2,4,LG
Vincent Roman,kevin83@example.net,806-45-8053,+1-319-657-2665x4777,"678 Stafford Greens Suite 177, Lake Emily, NH 11978",8421.97,question,1984-05-31,Furniture,Debit Card,"Tylerfurt, Louisiana",Will buy again,2,1.2,3,Adidas
Diana Davis,taylorcatherine@example.org,134-73-5792,(556)353-3608x9325,"19466 Teresa Avenue, Jacquelinestad, DE 49012",1958.15,oil,2020-08-30,Grocery,Net Banking,"Williamhaven, Idaho",Great service!,9,4.7,4,Nike
Jason Hanna,tunderwood@example.com,048-56-3513,(703)682-4834,"730 James Union Suite 710, West Yesenia, DE 63197",6324.75,budget,2014-12-26,Clothing,UPI,"Robertshire, Pennsylvania",Fast shipping,4,4.2,2,Adidas
Maria Johnson,ashleybradford@example.org,764-01-3478,675-459-7844,"Unit 4601 Box 2112, DPO AE 34897",7548.92,idea,1998-02-28,Home,Credit Card,"Michaelton, Indiana",Okay,7,2.7,3,Samsung
David Gross,stacey37@example.com,203-18-3119,+1-602-233-4571x550,"0233 Kelly Corners, West James, VA 66368",2155.69,lay,2005-10-08,Grocery,UPI,"Millerborough, Montana",Will buy again,1,4.9,4,LG
Jeffrey Garcia,ddalton@example.net,553-79-4954,+1-781-487-7299,"537 Karen Orchard, Arnoldtown, NE 56401",5600.72,member,2011-10-30,Books,Credit Card,"Sarahville, Oregon",Will buy again,5,3.2,5,Ikea
Tina Harvey,juliesmith@example.org,512-18-6575,201.704.5745,"1554 Owen Drives, Kennedymouth, TN 31395",7751.27,reach,2011-02-05,Toys,PayPal,"New Savannah, Missouri",Will buy again,8,1.0,4,Samsung
Andrew Foster,mhernandez@example.com,534-27-4487,(479)540-0337x5557,"0158 Danielle Ridge Suite 337, New Matthew, MP 36117",8571.48,vote,1990-12-30,Electronics,Cash,"Nelsonshire, Wyoming",Fast shipping,10,4.7,1,Apple
Darrell Brewer,jennifer39@example.org,637-42-5324,(327)864-0424x5366,"3594 Boyer Throughway Suite 796, New Regina, ID 72064",4850.84,now,2005-07-04,Furniture,Cash,"Mcguireville, Virginia",Not satisfied,9,3.3,3,Sony
Wanda Norton,joshuarose@example.com,661-06-1864,001-831-576-0304x996,"7593 Rosales Fords, North Michael, AR 43251",5619.23,fight,2010-04-14,Clothing,Net Banking,"North Williambury, Nebraska",Okay,6,4.8,5,Ikea
Daniel Snyder,pprice@example.org,286-05-6483,308.515.3421x3715,"8027 Ball Canyon, Rushberg, ID 20927",3902.36,another,2024-05-04,Furniture,Cash,"Jeffreyfort, Rhode Island",Will buy again,10,4.0,1,Nike
Nicholas Guzman,sanchezdeborah@example.com,377-42-5268,428.995.5120,"4264 James Coves Suite 881, Crawfordtown, WY 39063",6078.56,teach,2018-09-30,Clothing,Net Banking,"Danielton, Wisconsin",Okay,6,1.4,2,Apple
Ralph Schneider,poncejean@example.com,137-47-7251,435-756-2007x6122,"67481 Santana Plains, East Melanieview, MA 92390",4695.2,between,1987-09-02,Furniture,Debit Card,"East Zacharyton, North Dakota",Poor quality,8,4.7,4,Sony
Frances Sanchez,ashleykelly@example.net,230-60-2672,2559822667,"26896 Turner Burg, Cartermouth, MN 69070",1771.26,view,1978-09-07,Grocery,Net Banking,"East Samuelmouth, North Carolina",Not satisfied,8,4.8,2,Apple
Steven Young,bmcguire@example.org,054-39-4187,5903698316,"778 Brandi Terrace Suite 613, South Kellyshire, MP 99703",6771.66,amount,2001-12-06,Home,Debit Card,"Salasmouth, Virginia",Great service!,4,2.9,3,Samsung
Jennifer Smith,jessegiles@example.net,558-73-6955,001-802-757-9221x79301,"1903 White Port, North David, NJ 93218",56.26,range,2007-09-27,Toys,PayPal,"Mirandafurt, New Hampshire",Fast shipping,10,2.2,3,LG
Barbara Fuller,kevin88@example.org,554-05-2347,683.495.5099x8381,"PSC 1022, Box 1884, APO AP 42050",7747.44,less,1997-11-04,Electronics,PayPal,"Port Michaelton, Maryland",Will buy again,1,3.2,3,LG
Rebecca Moody,goodyvette@example.org,111-85-5177,320-729-2442,"USCGC Henderson, FPO AA 63159",4579.15,loss,2010-09-15,Toys,UPI,"East Kevintown, Missouri",Fast shipping,8,1.5,1,Adidas
Nichole Davis,lschultz@example.net,210-70-6654,4704987684,"266 Donna Stravenue, East Jeffery, LA 82469",4318.36,phone,1988-07-09,Books,Debit Card,"North Travis, Connecticut",Not satisfied,9,1.5,2,Nike
Kelli Sullivan,daniel61@example.com,351-43-0865,001-877-222-7947,"109 Brian Forge, North Sonya, VA 14270",3521.51,over,1972-08-03,Grocery,PayPal,"Wyattmouth, Alaska",Fast shipping,4,1.2,2,Nike
